seller_id,seller_zip_code_prefix,seller_city,seller_state,Total_orders,Total_order_items,Total_items_price,Total_freight_value,Avg_Orders,Total_order_Value,cancelled_orders,Total_customer_ordered,No_Repeat_Customers,Total_Unique_Category_Sold,cancelled_order_%,Repeat_customer_rate_%,Avg_review_score
3442f8959a84dea7ee197c632cb2df15,13023,campinas,SP,3,3,218.7,27.9,32.31308562197092,246.6,,3,3.0,1,,100.0,3.0
d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,SP,40,41,11703.07,1438.73,32.31308562197092,13141.8,1.0,40,40.0,2,2.5,100.0,4.560975609756097
ce3ad9de960102d0677a81f5d0bb7b2d,20031,rio de janeiro,RJ,1,1,158.0,16.21,32.31308562197092,174.21,,1,,1,,,5.0
c0f3eea2e14555b6faeea3dd58c1b1c3,4195,sao paulo,SP,1,1,79.99,15.66,32.31308562197092,95.64999999999999,,1,,1,,,5.0
51a04a8a6bdcb23deccc82b0b80742cf,12914,braganca paulista,SP,1,1,167.99,31.93,32.31308562197092,199.92,,1,,1,,,1.0
c240c4061717ac1806ae6ee72be3533b,20920,rio de janeiro,RJ,1,1,59.9,13.99,32.31308562197092,73.89,,1,,1,,,4.0
e49c26c3edfa46d227d5121a6b6e4d37,55325,brejao,PE,35,36,3654.25,1175.46,32.31308562197092,4829.71,1.0,35,35.0,3,2.857142857142857,100.0,4.416666666666667
1b938a7ec6ac5061a66a3766e0e75f90,16304,penapolis,SP,30,33,3987.6,910.23,32.31308562197092,4897.83,,30,30.0,3,,100.0,4.242424242424242
768a86e36ad6aae3d03ee3c6433d61df,1529,sao paulo,SP,17,17,587.46,180.24,32.31308562197092,767.7,,17,17.0,1,,100.0,4.647058823529412
ccc4bbb5f32a6ab2b7066a4130f114e3,80310,curitiba,PR,187,192,74004.62,5256.98,32.31308562197092,79261.59999999999,,186,186.0,2,,100.0,4.282722513089006
8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,GO,2,2,138.0,44.37,32.31308562197092,182.37,,2,2.0,1,,100.0,3.0
a7a9b880c49781da66651ccf4ba9ac38,13530,itirapina,SP,3,4,307.6,65.47,32.31308562197092,373.0700000000001,,3,3.0,1,,100.0,3.75
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,33,35,4455.34,967.98,32.31308562197092,5423.32,,33,33.0,2,,100.0,4.205882352941177
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,1,1,42.9,16.49,32.31308562197092,59.39,,1,,1,,,5.0
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,5,5,2244.28,372.02,32.31308562197092,2616.3,,5,5.0,2,,100.0,4.8
1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,1,1,2749.0,69.74,32.31308562197092,2818.74,,1,,1,,,1.0
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,2,2,78.8,30.2,32.31308562197092,109.0,,2,2.0,1,,100.0,5.0
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,30,32,2066.8,670.75,32.31308562197092,2737.55,,30,30.0,1,,100.0,4.5
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,14,15,1320.7,454.24,32.31308562197092,1774.94,,14,14.0,2,,100.0,3.625
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,9,9,519.2,118.93,32.31308562197092,638.1300000000001,,9,9.0,3,,100.0,4.777777777777778
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,3,3,684.0,56.5,32.31308562197092,740.5,,3,3.0,1,,100.0,3.666666666666667
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,8,8,1254.2,155.19,32.31308562197092,1409.39,,8,8.0,1,,100.0,3.125
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,26,27,5087.57,844.9399999999999,32.31308562197092,5932.509999999999,,26,26.0,2,,100.0,4.592592592592593
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,89,96,4476.9,1389.13,32.31308562197092,5866.03,1.0,89,89.0,3,1.123595505617978,100.0,4.541666666666667
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,7,13,596.55,248.79,32.31308562197092,845.3399999999999,,7,7.0,1,,100.0,1.928571428571429
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,52,55,2843.0,788.4,32.31308562197092,3631.4,1.0,52,52.0,3,1.923076923076923,100.0,3.0
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,1,1,29.9,38.14,32.31308562197092,68.03999999999999,1.0,1,,1,100.0,,2.0
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,61,73,2004.89,943.4399999999999,32.31308562197092,2948.33,,61,61.0,3,,100.0,4.602739726027397
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,20,21,3118.4,586.23,32.31308562197092,3704.63,,20,20.0,3,,100.0,4.0
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,45,47,3648.08,948.26,32.31308562197092,4596.34,,45,45.0,2,,100.0,4.326086956521739
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,6,6,1304.67,189.36,32.31308562197092,1494.03,2.0,6,6.0,1,33.33333333333334,100.0,3.5
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,4,4,60.05,29.56,32.31308562197092,89.61,,4,4.0,1,,100.0,3.5
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,2,4,75.0,63.78,32.31308562197092,138.78,,2,2.0,1,,100.0,5.0
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,54,59,1425.2,732.14,32.31308562197092,2157.34,,54,54.0,3,,100.0,4.559322033898305
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,10,12,871.8,249.22,32.31308562197092,1121.02,,10,10.0,2,,100.0,4.416666666666667
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,78,79,13602.73,2440.78,32.31308562197092,16043.51,,78,78.0,1,,100.0,4.089743589743589
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,3,4,896.0,49.43,32.31308562197092,945.43,1.0,3,3.0,1,33.33333333333334,100.0,3.75
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,1,1,161.0,40.34,32.31308562197092,201.34,,1,,1,,,5.0
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,4,8,125.2,66.04,32.31308562197092,191.24,2.0,4,4.0,2,50.0,100.0,1.375
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,25,26,1650.98,387.61,32.31308562197092,2038.59,,25,25.0,3,,100.0,4.5
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,20,20,1718.3,383.52,32.31308562197092,2101.82,,20,20.0,1,,100.0,4.1
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,14,14,475.6,237.93,32.31308562197092,713.53,,14,14.0,2,,100.0,4.428571428571429
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,2,2,321.8,32.98,32.31308562197092,354.78,,2,2.0,1,,100.0,5.0
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,7,10,4164.4,915.5,32.31308562197092,5079.9,,7,7.0,1,,100.0,4.9
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,6,6,249.4,87.35,32.31308562197092,336.75,,6,6.0,1,,100.0,3.6
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,2,2,175.98,36.59,32.31308562197092,212.57,,2,2.0,1,,100.0,5.0
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,99,109,22873.21,2078.06,32.31308562197092,24951.27,4.0,98,98.0,3,4.040404040404041,100.0,3.073394495412844
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,1,1,29.9,17.14,32.31308562197092,47.04,,1,,1,,,5.0
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,12,13,2571.95,302.27,32.31308562197092,2874.22,,12,12.0,3,,100.0,4.230769230769231
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,3,3,627.0,166.34,32.31308562197092,793.34,,3,3.0,1,,100.0,3.666666666666667
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,2,2,456.0,28.34,32.31308562197092,484.34,,2,2.0,1,,100.0,4.5
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,29,36,11900.9,754.75,32.31308562197092,12655.65,,29,29.0,3,,100.0,3.242424242424242
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,61,73,2989.3,874.21,32.31308562197092,3863.51,,61,61.0,1,,100.0,4.04054054054054
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,43,44,4642.59,914.65,32.31308562197092,5557.24,,43,43.0,2,,100.0,3.659090909090909
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,5,5,423.6,68.31,32.31308562197092,491.91,,5,5.0,1,,100.0,5.0
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,14,15,346.6,208.89,32.31308562197092,555.49,,14,14.0,1,,100.0,3.466666666666667
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,5,5,257.25,194.13,32.31308562197092,451.38,,5,5.0,1,,100.0,4.4
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,14,14,745.0,226.01,32.31308562197092,971.01,,14,14.0,1,,100.0,4.0
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,2,2,376.8,37.98999999999999,32.31308562197092,414.79,1.0,2,2.0,2,50.0,100.0,1.0
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,8,9,498.61,154.68,32.31308562197092,653.29,,8,8.0,1,,100.0,4.444444444444445
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,2,2,351.8,70.44999999999999,32.31308562197092,422.25,,2,2.0,1,,100.0,2.5
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,21,24,5264.19,478.21,32.31308562197092,5742.4,,21,21.0,2,,100.0,4.541666666666667
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,42,45,1971.55,857.11,32.31308562197092,2828.66,,41,41.0,1,,100.0,4.155555555555556
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,22,22,3013.78,406.67,32.31308562197092,3420.45,,21,21.0,2,,100.0,3.772727272727273
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,44,45,3353.48,798.04,32.31308562197092,4151.52,,44,44.0,2,,100.0,3.644444444444444
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,3,4,159.6,60.96,32.31308562197092,220.56,,3,3.0,2,,100.0,4.5
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,34,39,4449.0,632.31,32.31308562197092,5081.309999999999,,34,34.0,2,,100.0,4.128205128205129
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,162,181,25670.72,2999.8,32.31308562197092,28670.52,5.0,161,161.0,2,3.08641975308642,100.0,4.160220994475138
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,336,340,176431.87,6322.18,32.31308562197092,182754.05,4.0,336,336.0,3,1.19047619047619,100.0,4.206489675516224
